id_cliente,probabilidad_compra_lujo,segmento_score,accion_recomendada,sexo,edad,ciudad,nivel_ingreso,total_pedidos,gasto_total_neto,gasto_lujo_neto,gasto_lujo_share,luxury_order_share,recencia_dias,antiguedad_cliente_dias,pedidos_por_mes,ticket_medio_pedido
1091,0.4683295379362443,medio,Retargeting con catálogo premium,M,33.0,CDMX,medio,5,6083.77,4197.97,0.6900277295164018,0.8,58,197,1.25,1216.7540000000001
1966,0.46815455690696695,medio,Retargeting con catálogo premium,F,30.0,Buenos Aires,medio,4,7349.36,6173.339999999999,0.8399833454885867,0.5,21,147,1.3333333333333333,1837.3399999999997
218,0.46812457272835795,medio,Retargeting con catálogo premium,F,57.0,Quito,medio,6,6538.26,4534.44,0.6935239650916298,0.5,0,185,1.2,1089.71
1442,0.46782221492520815,medio,Retargeting con catálogo premium,M,22.0,Santiago,bajo,10,9548.0,7628.610000000001,0.7989746543778803,0.4,3,297,1.4285714285714286,954.8
1395,0.46761020350930116,medio,Retargeting con catálogo premium,F,35.0,Lima,medio,1,385.87,0.0,0.0,0.0,164,164,1.0,385.87
576,0.46714366342174174,medio,Retargeting con catálogo premium,M,57.0,Lima,alto,2,3127.18,2766.95,0.8848067588050575,0.5,72,229,1.0,1563.59
661,0.4668376262207288,medio,Retargeting con catálogo premium,M,69.0,Lima,medio,2,1831.53,861.96,0.47062292181946247,0.5,83,268,1.0,915.7650000000001
2139,0.4666336489750196,medio,Retargeting con catálogo premium,M,30.0,Santiago,medio,6,5731.08,3352.4700000000003,0.5849630436148161,0.3333333333333333,1,182,1.5,955.18
1440,0.46656478945100077,medio,Retargeting con catálogo premium,F,48.0,CDMX,alto,1,2188.2200000000003,1646.55,0.7524609042966428,1.0,146,146,1.0,2188.2200000000003
1837,0.4665458183379635,medio,Retargeting con catálogo premium,M,62.0,Monterrey,medio,3,3856.04,2310.96,0.5993091357973466,0.6666666666666666,118,156,1.0,1285.3466666666666
1190,0.466464298258064,medio,Retargeting con catálogo premium,M,68.0,CDMX,medio,2,3138.64,1817.45,0.5790565340402213,0.5,124,238,1.0,1569.3200000000002
2311,0.46624168010232014,medio,Retargeting con catálogo premium,M,53.0,Lima,alto,5,3121.14,1146.45,0.36731771083642517,0.2,2,101,1.6666666666666667,624.2280000000001
1760,0.4660186222389432,medio,Retargeting con catálogo premium,F,62.0,Buenos Aires,medio,5,3138.2,1411.53,0.44978968835638267,0.2,52,171,1.25,627.64
1300,0.4656576287007488,medio,Retargeting con catálogo premium,M,45.0,Bogotá,alto,5,7381.62,4526.82,0.6132556268136262,0.4,1,165,1.25,1476.324
325,0.46547241660484184,medio,Retargeting con catálogo premium,M,64.0,Lima,medio,4,3050.9,2113.72,0.6928185125700612,0.25,5,149,1.3333333333333333,762.7249999999999
836,0.4653199819875846,medio,Retargeting con catálogo premium,M,38.0,Santiago,bajo,2,1494.0700000000002,683.44,0.4574350599369507,0.5,184,258,1.0,747.0350000000001
2245,0.4652541372556924,medio,Retargeting con catálogo premium,M,42.0,Santiago,bajo,2,1145.23,670.46,0.5854369864568689,0.5,177,247,1.0,572.615
2169,0.46522542599455796,medio,Retargeting con catálogo premium,M,25.0,Lima,alto,4,1969.38,0.0,0.0,0.0,0,160,1.0,492.345
432,0.46503991474944095,medio,Retargeting con catálogo premium,M,61.0,Lima,bajo,5,4285.89,2545.61,0.5939513146627655,0.4,1,167,1.6666666666666667,857.1780000000001
1682,0.46490636849291,medio,Retargeting con catálogo premium,M,34.0,Buenos Aires,alto,4,2589.7200000000003,700.01,0.27030335325826726,0.5,0,121,1.3333333333333333,647.43
1160,0.4648654225802372,medio,Retargeting con catálogo premium,M,50.0,Buenos Aires,bajo,7,7487.0599999999995,6369.54,0.8507398097517584,0.7142857142857143,3,215,1.4,1069.58
933,0.4647982247713971,medio,Retargeting con catálogo premium,F,64.0,Quito,bajo,3,3576.88,2673.46,0.7474279260137326,0.6666666666666666,2,163,1.0,1192.2933333333333
623,0.4647662340826131,medio,Retargeting con catálogo premium,F,48.0,Quito,alto,5,2407.92,1874.4,0.7784311771155188,0.4,11,180,1.25,481.584
1213,0.4647389151604826,medio,Retargeting con catálogo premium,M,18.0,Buenos Aires,medio,4,2788.85,1200.37,0.43041755562328554,0.5,1,133,1.0,697.2125
2427,0.464577307611054,medio,Retargeting con catálogo premium,F,45.0,Quito,bajo,15,18947.72,13867.98,0.7319075857147983,0.6666666666666666,2,315,2.142857142857143,1263.1813333333334
2175,0.46429964725095474,medio,Retargeting con catálogo premium,F,67.0,Santiago,alto,1,236.71,0.0,0.0,0.0,139,139,1.0,236.71
938,0.464176074824058,medio,Retargeting con catálogo premium,F,48.0,CDMX,medio,6,8751.61,6365.5199999999995,0.7273541668333026,0.6666666666666666,76,222,1.5,1458.6016666666667
1031,0.4641153864964297,medio,Retargeting con catálogo premium,F,68.0,Monterrey,medio,4,4704.17,3008.88,0.6396197416334869,0.5,1,162,1.3333333333333333,1176.0425
41,0.4640418841700209,medio,Retargeting con catálogo premium,F,41.0,CDMX,medio,3,1775.17,1072.74,0.6043026865032645,0.3333333333333333,83,214,1.0,591.7233333333334
1187,0.46355094768759375,medio,Retargeting con catálogo premium,M,23.0,Lima,alto,3,2407.67,1214.73,0.504525121798253,0.3333333333333333,26,178,1.0,802.5566666666667
1569,0.4632369606905843,medio,Retargeting con catálogo premium,F,59.0,Lima,medio,5,2976.7,2069.9,0.6953673531091478,0.4,1,177,1.25,595.3399999999999
717,0.4630565734249318,medio,Retargeting con catálogo premium,F,19.0,Lima,bajo,7,3213.79,809.36,0.2518397281714113,0.14285714285714285,5,204,1.75,459.11285714285714
2,0.46281695485956853,medio,Retargeting con catálogo premium,M,32.0,Santiago,medio,5,3049.9700000000003,863.64,0.2831634409518782,0.4,2,151,1.6666666666666667,609.994
833,0.4626579468297254,medio,Retargeting con catálogo premium,F,43.0,Monterrey,alto,4,2756.09,1566.96,0.5685445685735951,0.5,1,136,1.3333333333333333,689.0225
1222,0.4626438146320826,medio,Retargeting con catálogo premium,M,41.0,Santiago,bajo,5,7598.9400000000005,5513.96,0.7256222578412251,0.6,28,167,1.25,1519.788
722,0.46259382005400973,medio,Retargeting con catálogo premium,F,35.0,Bogotá,medio,2,1612.35,0.0,0.0,0.0,134,196,1.0,806.175
839,0.4623933185030418,medio,Retargeting con catálogo premium,M,62.0,CDMX,bajo,5,4693.68,3102.76,0.661050604216734,0.4,1,180,1.6666666666666667,938.7360000000001
638,0.46216952494984576,medio,Retargeting con catálogo premium,F,62.0,CDMX,medio,3,2548.25,1539.58,0.6041714902383989,0.6666666666666666,1,164,1.5,849.4166666666666
1025,0.46213267028179095,medio,Retargeting con catálogo premium,M,32.0,Bogotá,bajo,3,3474.7799999999997,2832.7200000000003,0.8152228342513772,0.6666666666666666,86,270,1.0,1158.26
312,0.4616800587079839,medio,Retargeting con catálogo premium,F,39.0,Santiago,alto,4,5478.4,3961.34,0.7230833820093459,0.25,2,173,1.0,1369.6000000000001
494,0.46142899860114694,medio,Retargeting con catálogo premium,M,59.0,Quito,bajo,3,1591.1100000000001,0.0,0.0,0.0,3,142,1.5,530.37
1629,0.46142434843055913,medio,Retargeting con catálogo premium,F,52.0,Buenos Aires,bajo,5,2051.96,0.0,0.0,0.0,0,136,1.6666666666666667,410.392
240,0.46137093408255414,medio,Retargeting con catálogo premium,M,60.0,Bogotá,medio,4,381.22,0.0,0.0,0.0,2,190,1.0,95.305
1214,0.4607599289488301,medio,Retargeting con catálogo premium,M,41.0,Buenos Aires,alto,9,11453.15,8777.5,0.7663830474585595,0.7777777777777778,4,218,2.25,1272.5722222222223
1041,0.46038738223327824,medio,Retargeting con catálogo premium,F,36.0,CDMX,bajo,2,605.61,0.0,0.0,0.0,128,227,1.0,302.80499999999995
37,0.4600854282383906,medio,Retargeting con catálogo premium,M,25.0,Quito,medio,3,1783.8600000000001,0.0,0.0,0.0,104,187,1.0,594.62
1545,0.4600547801124216,medio,Retargeting con catálogo premium,M,63.0,Bogotá,medio,10,5920.4,2678.0699999999997,0.4523461252618066,0.3,3,246,1.6666666666666667,592.0400000000001
9,0.4598596934087569,medio,Retargeting con catálogo premium,F,37.0,Monterrey,medio,7,7009.15,4013.37,0.5725901143505275,0.42857142857142855,3,148,2.3333333333333335,1001.3071428571429
8,0.4598284305021909,medio,Retargeting con catálogo premium,F,61.0,Lima,alto,7,8798.9,5476.33,0.6223880257759493,0.5714285714285714,0,164,1.4,1256.9857142857143
990,0.45981108821201533,medio,Retargeting con catálogo premium,M,66.0,CDMX,medio,4,3323.44,2253.09,0.6779391233180079,0.5,33,198,1.0,830.86
901,0.45954097404578775,medio,Retargeting con catálogo premium,F,40.0,Bogotá,bajo,8,6823.03,3833.45,0.5618398277598076,0.375,1,218,1.3333333333333333,852.8787500000001
607,0.45949376586593293,medio,Retargeting con catálogo premium,F,61.0,Quito,alto,3,866.75,0.0,0.0,0.0,60,170,1.0,288.9166666666667
2191,0.4594757783503113,medio,Retargeting con catálogo premium,M,51.0,Santiago,bajo,4,2136.71,0.0,0.0,0.0,75,211,1.3333333333333333,534.1775
1553,0.4594583114896895,medio,Retargeting con catálogo premium,F,31.0,CDMX,medio,7,7996.2699999999995,5607.82,0.7013044832152991,0.5714285714285714,0,211,2.3333333333333335,1142.3242857142857
1756,0.4589078942287115,medio,Retargeting con catálogo premium,M,44.0,Quito,bajo,2,402.88,0.0,0.0,0.0,8,259,1.0,201.44
2158,0.45834442957840904,medio,Retargeting con catálogo premium,F,36.0,Bogotá,alto,3,2871.57,2021.66,0.7040260206089352,0.6666666666666666,3,215,1.0,957.19
102,0.4582630761207288,medio,Retargeting con catálogo premium,M,37.0,Lima,bajo,2,1377.76,1027.73,0.7459426895830914,0.5,5,259,1.0,688.88
1603,0.4582476756535486,medio,Retargeting con catálogo premium,M,58.0,Bogotá,bajo,3,1482.55,0.0,0.0,0.0,117,229,1.0,494.18333333333334
472,0.4581559490372986,medio,Retargeting con catálogo premium,M,43.0,Monterrey,alto,6,4296.400000000001,2510.55,0.584338050460851,0.3333333333333333,5,159,1.5,716.0666666666666
331,0.45815440107009764,medio,Retargeting con catálogo premium,F,42.0,Bogotá,medio,7,7245.41,5740.3,0.7922671042770527,0.5714285714285714,1,234,1.75,1035.0585714285714
226,0.4580869537081289,medio,Retargeting con catálogo premium,M,27.0,Bogotá,bajo,6,4551.99,2396.26,0.5264203128741496,0.3333333333333333,79,237,2.0,758.665
1705,0.4571414019116531,medio,Retargeting con catálogo premium,F,63.0,Bogotá,bajo,6,5750.9800000000005,4432.59,0.7707538541257316,0.5,26,232,1.2,958.4966666666668
840,0.45677071722463947,medio,Retargeting con catálogo premium,F,49.0,Bogotá,bajo,3,5200.95,4452.07,0.8560109210817254,1.0,108,216,1.0,1733.6499999999999
332,0.45674941183031037,medio,Retargeting con catálogo premium,F,63.0,Buenos Aires,medio,3,5842.34,4086.76,0.6995073891625616,0.6666666666666666,84,146,1.5,1947.4466666666667
1646,0.45631488224424843,medio,Retargeting con catálogo premium,F,36.0,CDMX,bajo,7,7895.95,5180.650000000001,0.6561148436856871,0.42857142857142855,3,203,2.3333333333333335,1127.9928571428572
1410,0.45610667946041805,medio,Retargeting con catálogo premium,M,55.0,Lima,medio,4,4080.7200000000003,1845.15,0.4521628536140681,0.5,5,163,1.3333333333333333,1020.1800000000001
1746,0.45602250022094715,medio,Retargeting con catálogo premium,M,29.0,Bogotá,medio,6,7610.1,6156.32,0.8089670306566273,0.5,27,243,1.0,1268.3500000000001
1192,0.4553732461905795,medio,Retargeting con catálogo premium,F,59.0,Santiago,medio,4,3906.9300000000003,1947.07,0.4983631649402471,0.5,110,223,1.3333333333333333,976.7325000000001
1864,0.4551633230043043,medio,Retargeting con catálogo premium,M,54.0,CDMX,medio,4,3875.29,2288.86,0.590629346448911,0.5,5,166,1.3333333333333333,968.8225
1685,0.4550788287783214,medio,Retargeting con catálogo premium,F,43.0,CDMX,alto,3,1274.38,437.18,0.34305309248418836,0.3333333333333333,0,147,1.5,424.7933333333333
653,0.45507803395082014,medio,Retargeting con catálogo premium,F,35.0,CDMX,medio,10,9766.27,6639.55,0.6798450175962778,0.5,4,247,1.6666666666666667,976.6270000000001
636,0.4549763706823605,medio,Retargeting con catálogo premium,M,33.0,Bogotá,medio,4,2467.95,1870.79,0.7580339958264957,0.5,2,199,2.0,616.9875
1636,0.4549003274539939,medio,Retargeting con catálogo premium,F,62.0,Santiago,medio,5,3721.89,1467.24,0.3942190661196328,0.2,13,179,1.0,744.3779999999999
1834,0.4547347775378596,medio,Retargeting con catálogo premium,F,35.0,Santiago,bajo,5,3846.49,2773.58,0.7210677786761437,0.2,49,226,1.6666666666666667,769.298
1158,0.45431118275144156,medio,Retargeting con catálogo premium,F,28.0,Lima,medio,2,841.5999999999999,0.0,0.0,0.0,3,236,1.0,420.79999999999995
910,0.4542433371162107,medio,Retargeting con catálogo premium,M,22.0,CDMX,bajo,6,3628.08,1707.8200000000002,0.47072280655332854,0.3333333333333333,0,168,2.0,604.6800000000001
1690,0.4538510992643078,medio,Retargeting con catálogo premium,M,18.0,Lima,medio,2,873.3199999999999,0.0,0.0,0.0,3,194,1.0,436.65999999999997
1231,0.4536497405699179,medio,Retargeting con catálogo premium,F,39.0,Quito,bajo,5,2340.91,787.14,0.3362538499985049,0.4,0,178,1.25,468.18199999999996
1986,0.45359006164365634,medio,Retargeting con catálogo premium,M,54.0,Bogotá,medio,9,6922.62,3822.7200000000003,0.5522071123360809,0.2222222222222222,2,232,1.8,769.18
110,0.45343094645998283,medio,Retargeting con catálogo premium,F,59.0,Buenos Aires,bajo,6,5752.38,4037.62,0.7019042552821615,0.6666666666666666,1,198,1.5,958.73
430,0.45335280455997273,medio,Retargeting con catálogo premium,M,63.0,Lima,medio,5,4427.97,2945.8199999999997,0.6652755099966801,0.6,23,196,1.0,885.5939999999998
142,0.4531264294091045,medio,Retargeting con catálogo premium,F,52.0,CDMX,medio,3,1204.0,764.51,0.6349750830564784,0.6666666666666666,2,172,1.5,401.3333333333333
1730,0.4530859022830125,medio,Retargeting con catálogo premium,M,30.0,CDMX,bajo,4,2273.88,1565.13,0.6883080901366827,0.25,73,239,1.3333333333333333,568.47
1974,0.4523438992067118,medio,Retargeting con catálogo premium,M,35.0,Buenos Aires,bajo,2,2183.84,1434.1,0.656687303099128,0.5,156,234,1.0,1091.92
1641,0.4521227691309073,medio,Retargeting con catálogo premium,M,29.0,Santiago,alto,3,2271.5,0.0,0.0,0.0,1,141,1.5,757.1666666666666
90,0.452051325585314,medio,Retargeting con catálogo premium,M,49.0,Quito,bajo,5,2531.12,1938.24,0.7657637725591834,0.6,0,216,1.25,506.224
1874,0.452005422160469,medio,Retargeting con catálogo premium,M,52.0,Quito,medio,5,3718.3399999999997,1707.6299999999999,0.4592452546028604,0.4,1,180,1.0,743.668
62,0.45186568469728083,medio,Retargeting con catálogo premium,F,30.0,Lima,medio,1,2164.84,1770.02,0.8176216256166737,1.0,146,146,1.0,2164.84
50,0.4517975744845628,medio,Retargeting con catálogo premium,M,45.0,CDMX,bajo,3,6283.1900000000005,5288.530000000001,0.8416950625398882,1.0,0,174,1.0,2094.396666666667
2067,0.4516718720535944,medio,Retargeting con catálogo premium,M,27.0,Quito,medio,5,2563.7,0.0,0.0,0.0,72,178,1.6666666666666667,512.74
470,0.45151410007025705,medio,Retargeting con catálogo premium,M,30.0,Buenos Aires,bajo,4,4110.92,2280.77,0.554807682951748,0.25,87,205,1.3333333333333333,1027.73
1148,0.4513510367861785,medio,Retargeting con catálogo premium,M,62.0,Bogotá,bajo,13,7050.09,2036.76,0.28889843959438816,0.3076923076923077,0,269,1.8571428571428572,542.3146153846154
1741,0.45130236370710664,medio,Retargeting con catálogo premium,M,36.0,Bogotá,alto,9,10903.35,7684.4,0.7047742207670119,0.4444444444444444,0,241,1.8,1211.4833333333333
1737,0.45129979570038936,medio,Retargeting con catálogo premium,F,62.0,Bogotá,alto,2,2681.7599999999998,1733.12,0.6462621561959311,0.5,144,258,1.0,1340.88
99,0.45120979645569037,medio,Retargeting con catálogo premium,M,64.0,Santiago,medio,3,4762.7,3992.58,0.838301803598799,0.6666666666666666,3,212,1.5,1587.5666666666668
2002,0.4511473154694726,medio,Retargeting con catálogo premium,M,58.0,Bogotá,medio,6,8510.07,5980.77,0.7027874036288774,0.5,0,206,1.2,1418.345
1229,0.4511341180465033,medio,Retargeting con catálogo premium,M,59.0,Santiago,bajo,2,1324.7,1087.55,0.8209783347172944,0.5,40,329,1.0,662.35
892,0.4510191363369418,medio,Retargeting con catálogo premium,F,22.0,Monterrey,bajo,3,1219.68,0.0,0.0,0.0,4,144,1.0,406.56
1557,0.45097753902886606,medio,Retargeting con catálogo premium,M,57.0,Buenos Aires,bajo,2,2411.26,2179.83,0.9040211341788109,0.5,166,204,1.0,1205.63
1083,0.45068197760147766,medio,Retargeting con catálogo premium,F,43.0,Lima,bajo,5,6732.12,5785.610000000001,0.8594038727770748,0.8,54,206,1.0,1346.424
2182,0.450676387651719,medio,Retargeting con catálogo premium,F,47.0,CDMX,alto,7,5896.99,4031.2799999999997,0.6836165569214124,0.5714285714285714,1,232,1.4,842.4271428571428
295,0.45026423113017,medio,Retargeting con catálogo premium,M,37.0,CDMX,bajo,6,8381.050000000001,5517.3,0.6583065367704524,0.5,2,227,1.5,1396.8416666666665
1128,0.45015050326051576,medio,Retargeting con catálogo premium,M,41.0,Monterrey,medio,5,4018.64,1947.83,0.4846988035753389,0.4,102,196,1.25,803.728
1664,0.4500271102693839,medio,Retargeting con catálogo premium,F,29.0,Santiago,alto,11,13830.89,9859.2,0.712839159302113,0.5454545454545454,36,291,1.5714285714285714,1257.3536363636363
1745,0.4494993429083415,bajo,Campaña de nutrición y fidelización,M,62.0,Bogotá,medio,5,4548.08,1634.45,0.359371427063728,0.2,24,206,1.25,909.616
1405,0.44942738700236806,bajo,Campaña de nutrición y fidelización,M,20.0,Buenos Aires,bajo,5,2396.19,1315.7,0.5490799978298883,0.4,2,172,1.6666666666666667,479.238
1449,0.4489716851819566,bajo,Campaña de nutrición y fidelización,M,51.0,Buenos Aires,bajo,10,7067.52,3048.66,0.43136206193969023,0.3,2,240,1.6666666666666667,706.7520000000001
2174,0.44896979679434335,bajo,Campaña de nutrición y fidelización,M,31.0,Lima,bajo,4,2850.2,2663.31,0.9344291628657638,0.75,3,205,1.3333333333333333,712.55
189,0.4489551641441456,bajo,Campaña de nutrición y fidelización,F,65.0,Lima,bajo,4,3340.34,2174.1800000000003,0.6508858379685901,0.5,3,177,1.3333333333333333,835.085
233,0.44823762733830164,bajo,Campaña de nutrición y fidelización,M,29.0,Monterrey,medio,7,6353.34,2838.17,0.44672093733374885,0.2857142857142857,5,203,1.1666666666666667,907.62
1023,0.4480967988220189,bajo,Campaña de nutrición y fidelización,M,46.0,CDMX,medio,10,8336.27,5070.6900000000005,0.6082684461995593,0.5,1,266,2.0,833.6270000000001
443,0.4477510012739425,bajo,Campaña de nutrición y fidelización,F,28.0,Buenos Aires,medio,5,4364.93,1586.06,0.3633643609404961,0.4,5,165,1.25,872.9860000000001
320,0.4476295754155579,bajo,Campaña de nutrición y fidelización,M,67.0,CDMX,bajo,9,3232.4700000000003,1664.86,0.5150426763434772,0.4444444444444444,1,205,1.8,359.16333333333336
437,0.4476113419757871,bajo,Campaña de nutrición y fidelización,M,60.0,Santiago,bajo,4,5443.94,4475.5,0.8221067829549922,0.75,151,233,2.0,1360.9850000000001
1165,0.4474869217088383,bajo,Campaña de nutrición y fidelización,F,65.0,CDMX,medio,5,2790.13,1320.1599999999999,0.473153580657532,0.4,47,189,1.25,558.0260000000001
1814,0.44734473049710355,bajo,Campaña de nutrición y fidelización,F,34.0,Bogotá,bajo,7,7327.87,5154.1,0.7033558182664267,0.42857142857142855,0,215,1.75,1046.8385714285714
2146,0.44728216450371217,bajo,Campaña de nutrición y fidelización,M,40.0,Quito,bajo,3,3192.75,2371.31,0.7427170934147678,0.6666666666666666,1,194,1.0,1064.25
286,0.4472449927462696,bajo,Campaña de nutrición y fidelización,F,46.0,Lima,bajo,6,3763.43,1848.58,0.4911955317356773,0.5,0,175,2.0,627.2383333333333
2163,0.4471125517730822,bajo,Campaña de nutrición y fidelización,F,34.0,Quito,medio,4,3006.43,1910.3400000000001,0.6354180872330306,0.5,119,225,1.0,751.6075000000001
1146,0.4470956161072578,bajo,Campaña de nutrición y fidelización,M,36.0,Lima,medio,6,5123.04,3255.2599999999998,0.6354156906836566,0.3333333333333333,4,203,1.5,853.8400000000001
1182,0.44701612237818145,bajo,Campaña de nutrición y fidelización,M,30.0,Monterrey,medio,4,1669.96,0.0,0.0,0.0,88,188,1.0,417.49
616,0.44679736191353703,bajo,Campaña de nutrición y fidelización,F,25.0,Buenos Aires,medio,6,5120.89,2389.04,0.466528279263956,0.3333333333333333,8,196,1.5,853.4816666666667
2024,0.44679621464739894,bajo,Campaña de nutrición y fidelización,F,28.0,CDMX,bajo,9,8614.94,3473.39,0.40318214636433913,0.3333333333333333,1,238,1.5,957.2155555555556
558,0.4463100568830065,bajo,Campaña de nutrición y fidelización,M,59.0,Buenos Aires,alto,7,5875.72,2356.27,0.4010180879960243,0.2857142857142857,69,213,1.4,839.3885714285715
1142,0.44617986543954014,bajo,Campaña de nutrición y fidelización,F,47.0,Lima,medio,10,10426.53,7279.0,0.6981229613303754,0.6,1,233,2.0,1042.653
573,0.44582125087767654,bajo,Campaña de nutrición y fidelización,F,62.0,Santiago,bajo,6,7330.47,5612.22,0.7656016599208509,0.6666666666666666,1,238,1.2,1221.7450000000001
2340,0.4458125594751009,bajo,Campaña de nutrición y fidelización,F,53.0,Lima,bajo,2,882.6,0.0,0.0,0.0,2,251,1.0,441.29999999999995
1388,0.44578297425162017,bajo,Campaña de nutrición y fidelización,M,25.0,CDMX,bajo,3,1267.37,912.09,0.7196714455920529,0.6666666666666666,50,235,1.0,422.45666666666665
1295,0.44557848225510255,bajo,Campaña de nutrición y fidelización,M,39.0,Lima,bajo,8,6714.38,3888.79,0.5791733562890393,0.375,1,206,1.3333333333333333,839.2974999999999
2306,0.4454252890937096,bajo,Campaña de nutrición y fidelización,F,51.0,Monterrey,alto,7,5010.9,2413.6299999999997,0.4816759464367678,0.2857142857142857,5,149,1.75,715.842857142857
2073,0.4453307537188198,bajo,Campaña de nutrición y fidelización,M,58.0,Buenos Aires,bajo,3,1643.0900000000001,881.36,0.53640397056765,0.3333333333333333,102,221,1.0,547.6966666666666
1262,0.44532424069281484,bajo,Campaña de nutrición y fidelización,F,49.0,Lima,medio,2,1841.69,1208.19,0.6560224576340209,0.5,2,297,1.0,920.845
2462,0.4453078380413765,bajo,Campaña de nutrición y fidelización,M,66.0,Lima,alto,9,4331.32,1800.02,0.415582316707147,0.2222222222222222,0,215,1.2857142857142858,481.25777777777773
783,0.44525363930979933,bajo,Campaña de nutrición y fidelización,M,26.0,CDMX,alto,2,850.11,0.0,0.0,0.0,159,189,1.0,425.055
1291,0.4452371666462719,bajo,Campaña de nutrición y fidelización,F,67.0,Monterrey,bajo,2,1471.28,0.0,0.0,0.0,66,176,1.0,735.6400000000001
1523,0.44521324098371917,bajo,Campaña de nutrición y fidelización,F,32.0,Bogotá,medio,6,5303.06,3484.51,0.6570753489494744,0.5,97,244,2.0,883.8433333333332
2137,0.44490601169721433,bajo,Campaña de nutrición y fidelización,M,19.0,CDMX,bajo,6,2006.14,427.9,0.21329518378577764,0.16666666666666666,2,215,1.2,334.3566666666666
1551,0.4448926115645938,bajo,Campaña de nutrición y fidelización,F,36.0,Santiago,bajo,2,2395.44,1701.44,0.7102828707878303,1.0,79,251,1.0,1197.72
2280,0.4448891128458695,bajo,Campaña de nutrición y fidelización,F,35.0,Lima,medio,4,8048.719999999999,6041.17,0.7505752467473089,1.0,96,165,1.3333333333333333,2012.1799999999998
2070,0.44483393973555807,bajo,Campaña de nutrición y fidelización,F,33.0,Lima,bajo,2,1707.12,1194.47,0.6996989081025353,0.5,140,261,1.0,853.5600000000001
2177,0.4447805569963085,bajo,Campaña de nutrición y fidelización,M,63.0,Buenos Aires,bajo,2,256.14,0.0,0.0,0.0,1,251,1.0,128.07
2337,0.4447649727036995,bajo,Campaña de nutrición y fidelización,F,19.0,Bogotá,alto,7,6145.59,3172.31,0.516192912315986,0.14285714285714285,0,195,1.75,877.9414285714286
1416,0.444583153028851,bajo,Campaña de nutrición y fidelización,M,49.0,Bogotá,medio,8,4975.0,2594.64,0.5215356783919598,0.375,0,277,1.3333333333333333,621.875
378,0.44428433520458477,bajo,Campaña de nutrición y fidelización,F,42.0,Quito,medio,4,2961.98,1919.83,0.648157651300819,0.5,0,200,1.3333333333333333,740.495
2202,0.44406523655286934,bajo,Campaña de nutrición y fidelización,M,43.0,CDMX,medio,2,1008.8199999999999,0.0,0.0,0.0,104,117,2.0,504.41
1134,0.4435636779183433,bajo,Campaña de nutrición y fidelización,F,36.0,Bogotá,alto,3,3169.61,2903.51,0.9160464536646464,0.6666666666666666,61,223,1.0,1056.5366666666666
953,0.4434539599548919,bajo,Campaña de nutrición y fidelización,F,42.0,CDMX,alto,6,4791.56,3015.32,0.6292981826378048,0.3333333333333333,21,203,1.2,798.5933333333334
1670,0.44330119182130223,bajo,Campaña de nutrición y fidelización,M,41.0,Lima,alto,3,1084.24,0.0,0.0,0.0,174,222,1.0,361.41333333333336
657,0.4431031534004184,bajo,Campaña de nutrición y fidelización,F,50.0,Lima,medio,2,744.77,0.0,0.0,0.0,64,233,1.0,372.38500000000005
10,0.4430420996179619,bajo,Campaña de nutrición y fidelización,M,53.0,Santiago,medio,6,5009.1,1529.7,0.3053842007546266,0.16666666666666666,2,180,1.5,834.85
2138,0.44257248222421075,bajo,Campaña de nutrición y fidelización,M,43.0,CDMX,medio,6,2733.16,914.42,0.33456511876362893,0.16666666666666666,25,222,1.2,455.52666666666664
992,0.4425225560089423,bajo,Campaña de nutrición y fidelización,M,52.0,CDMX,alto,4,4307.35,2577.9500000000003,0.5985002379653384,0.25,5,188,1.0,1076.8375
731,0.44244714506833316,bajo,Campaña de nutrición y fidelización,F,18.0,Lima,alto,6,3734.8199999999997,1049.1999999999998,0.2809238463968812,0.3333333333333333,0,138,2.0,622.4699999999999
2156,0.44238674331370287,bajo,Campaña de nutrición y fidelización,M,30.0,Bogotá,bajo,6,4935.28,2888.92,0.5853609116402717,0.3333333333333333,2,233,1.2,822.5466666666666
2408,0.44224370969450166,bajo,Campaña de nutrición y fidelización,F,51.0,Buenos Aires,medio,8,6248.62,3526.95,0.5644366276073757,0.375,1,204,1.6,781.0775000000001
1189,0.44191418298019913,bajo,Campaña de nutrición y fidelización,F,62.0,CDMX,bajo,4,2262.87,1133.6299999999999,0.5009700071148585,0.5,60,218,1.0,565.7175
2474,0.44173972369621306,bajo,Campaña de nutrición y fidelización,M,32.0,Lima,medio,4,2578.06,1707.3400000000001,0.6622576666175342,0.5,1,180,1.3333333333333333,644.515
530,0.4417299624333356,bajo,Campaña de nutrición y fidelización,M,64.0,Bogotá,bajo,8,7567.17,4527.88,0.5983584351877915,0.5,0,246,2.0,945.89625
1278,0.441567260001279,bajo,Campaña de nutrición y fidelización,F,20.0,CDMX,alto,3,2724.02,1562.22,0.5734979919383852,0.6666666666666666,0,162,1.0,908.0066666666667
1773,0.4415213284744187,bajo,Campaña de nutrición y fidelización,F,35.0,Buenos Aires,medio,6,4310.03,1658.28,0.38474906207149373,0.3333333333333333,20,185,1.0,718.3383333333333
1441,0.4413741097022519,bajo,Campaña de nutrición y fidelización,F,44.0,Monterrey,medio,8,9755.05,7730.87,0.7924992696090744,0.75,2,221,1.6,1219.38125
